training_seed,method,steps,elapsed_seconds,tolerance_m,training_success_rate,mean_alignment_error_m,log_std
106,curriculum,7680,98.53420361100001,0.04,0.65234375,0.03459268157220628,-1.2291666269302368
106,curriculum,8192,104.94249677800002,0.025,0.38671875,0.0321757861873392,-1.28125
106,curriculum,8704,111.12912993100002,0.025,0.447265625,0.028795026483259722,-1.3333333730697632
106,curriculum,9216,117.38597274599994,0.025,0.513671875,0.026574324156785588,-1.3854166269302368
106,curriculum,9728,123.608112458,0.025,0.552734375,0.024961844330228158,-1.4375
106,curriculum,10240,129.93718939900003,0.025,0.609375,0.023038880034583206,-1.4895833730697632
106,curriculum,10752,136.243611122,0.015,0.33203125,0.021607658897497002,-1.5416666269302368
106,curriculum,11264,142.53922467299998,0.015,0.314453125,0.02194720525700774,-1.59375
106,curriculum,11776,148.695935603,0.015,0.384765625,0.019189622937138114,-1.6458333730697632
106,curriculum,12288,154.84293503700002,0.015,0.359375,0.019639262423468366,-1.6979166269302368
106,curriculum,12800,161.106220575,0.015,0.45703125,0.018483658825355284,-1.75
106,curriculum,13312,167.443583478,0.015,0.4375,0.017605888983937536,-1.8020833730697632
106,curriculum,13824,173.72299706799998,0.015,0.48046875,0.016846852642396055,-1.8541666269302368
106,curriculum,14336,179.97261653899994,0.015,0.517578125,0.015313904647959063,-1.90625
106,curriculum,14848,186.24687063300001,0.015,0.529296875,0.015923411442538327,-1.9583333730697632
106,curriculum,15360,192.39641766799997,0.015,0.568359375,0.015012919631541364,-2.0104167461395264
106,curriculum,15872,198.61901340699995,0.01,0.310546875,0.014678963066426364,-2.0625
106,curriculum,16384,204.93745765299997,0.01,0.330078125,0.014044425804056057,-2.1145832538604736
106,curriculum,16896,210.98239131500003,0.01,0.34375,0.013101105887235915,-2.1666667461395264
106,curriculum,17408,217.147731748,0.01,0.41796875,0.012073075534157238,-2.21875
106,curriculum,17920,223.30325184099996,0.01,0.44140625,0.011428273824299399,-2.2708332538604736
106,curriculum,18432,229.425408281,0.01,0.458984375,0.011343699172077493,-2.3229167461395264
106,curriculum,18944,235.56451552899995,0.01,0.509765625,0.010968826863923253,-2.375
106,curriculum,19456,241.741458583,0.01,0.5390625,0.010268756802261235,-2.4270832538604736
106,curriculum,19968,247.93325658099997,0.01,0.55859375,0.009956129716217389,-2.4791667461395264
106,curriculum,20480,254.59398854299997,0.006,0.28125,0.009406645001983033,-2.53125
106,curriculum,20992,260.882369976,0.006,0.3046875,0.008767943334897554,-2.5833332538604736
106,curriculum,21504,267.33654009,0.006,0.35546875,0.008187761245252334,-2.6354167461395264
106,curriculum,22016,273.57016128699996,0.006,0.369140625,0.008177978648609047,-2.6875
106,curriculum,22528,279.752360226,0.006,0.3984375,0.007745095685736809,-2.7395832538604736
106,curriculum,23040,285.99049329199994,0.006,0.42578125,0.007343579442214423,-2.7916667461395264
106,curriculum,23552,292.21371536199996,0.006,0.431640625,0.007153981409259817,-2.84375
106,curriculum,24064,298.42252139600004,0.006,0.486328125,0.006948021148497156,-2.8958332538604736
106,curriculum,24576,304.6614689379999,0.006,0.498046875,0.006355287622571212,-2.9479167461395264
106,curriculum,25088,310.689982339,0.006,0.533203125,0.006478139690459033,-3.0
106,curriculum,25600,317.050744287,0.006,0.56640625,0.006042479857193668,-3.0
106,curriculum,26112,323.36065366199995,0.006,0.53125,0.0062284433788455905,-3.0
106,curriculum,26624,329.691607679,0.006,0.546875,0.006024538503257346,-3.0
106,curriculum,27136,335.87311981,0.006,0.537109375,0.006381448866992731,-3.0
106,curriculum,27648,342.088542724,0.006,0.533203125,0.006476943164937017,-3.0
106,curriculum,28160,348.398413124,0.006,0.533203125,0.006358714699681656,-3.0
106,curriculum,28672,354.66958219099996,0.006,0.501953125,0.0063494028740248305,-3.0
106,curriculum,29184,360.900494907,0.006,0.52734375,0.006409707563733795,-3.0
106,curriculum,29696,367.098643836,0.006,0.556640625,0.006018639935248182,-3.0
106,curriculum,30208,373.481987598,0.006,0.53515625,0.006231761994016555,-3.0
106,curriculum,30720,379.43786455799994,0.006,0.5078125,0.00650244254278696,-3.0
106,curriculum,31232,385.679141894,0.006,0.57421875,0.006129329029461752,-3.0
106,curriculum,31744,391.904546349,0.006,0.546875,0.006232995626942674,-3.0
106,curriculum,32256,398.133086126,0.006,0.56640625,0.005954710081324898,-3.0
106,curriculum,32768,404.367981047,0.006,0.54296875,0.006177085388557065,-3.0
106,hard,512,9.28833643300004,0.006,0.005859375,0.08662326809814877,-0.5
106,hard,1024,17.260861801000033,0.006,0.0,0.08536178271573344,-0.5520833134651184
106,hard,1536,24.060491017999993,0.006,0.00390625,0.0806760701369144,-0.6041666865348816
106,hard,2048,31.061161024000057,0.006,0.00390625,0.0805147481124371,-0.65625
106,hard,2560,37.867724992000035,0.006,0.0,0.08181227245355632,-0.7083333134651184
106,hard,3072,44.51067570700002,0.006,0.0,0.07568746383626748,-0.7604166865348816
106,hard,3584,50.97363472500001,0.006,0.00390625,0.07643870543792697,-0.8125
106,hard,4096,57.19719330300006,0.006,0.001953125,0.0758045836653754,-0.8645833134651184
106,hard,4608,63.46769997199999,0.006,0.00390625,0.07477976400962834,-0.9166666865348816
106,hard,5120,69.94550169600006,0.006,0.00390625,0.07484502431014114,-0.96875
106,hard,5632,76.33916892100001,0.006,0.009765625,0.07538506813619501,-1.0208333730697632
106,hard,6144,82.905242553,0.006,0.00390625,0.07049532272287547,-1.0729166269302368
106,hard,6656,89.70552153799997,0.006,0.001953125,0.07114466082703255,-1.125
106,hard,7168,96.07465827600004,0.006,0.00390625,0.0708790832288701,-1.1770833730697632
106,hard,7680,102.41940098099997,0.006,0.005859375,0.06944253752290294,-1.2291666269302368
106,hard,8192,108.84150255600002,0.006,0.0078125,0.07145613835622061,-1.28125
106,hard,8704,115.262705987,0.006,0.001953125,0.06854838369969722,-1.3333333730697632
106,hard,9216,121.71010828099998,0.006,0.009765625,0.06866125545532567,-1.3854166269302368
106,hard,9728,128.07341504800002,0.006,0.005859375,0.06586778631410466,-1.4375
106,hard,10240,134.42254738500003,0.006,0.001953125,0.06538896865642391,-1.4895833730697632
106,hard,10752,140.81952186900003,0.006,0.0,0.06476860782298482,-1.5416666269302368
106,hard,11264,147.28742379300002,0.006,0.009765625,0.06450856045550152,-1.59375
106,hard,11776,154.05301903600002,0.006,0.00390625,0.06451445130690303,-1.6458333730697632
106,hard,12288,161.15860205800004,0.006,0.001953125,0.06448183244363169,-1.6979166269302368
106,hard,12800,167.81045377400005,0.006,0.01171875,0.0624173596570243,-1.75
106,hard,13312,173.92646871099998,0.006,0.001953125,0.06655766137756602,-1.8020833730697632
106,hard,13824,180.12770064200004,0.006,0.0078125,0.06292598938748234,-1.8541666269302368
106,hard,14336,186.2574277,0.006,0.00390625,0.06223576788329954,-1.90625
106,hard,14848,192.39752457400004,0.006,0.0,0.06328483115901425,-1.9583333730697632
106,hard,15360,198.81959436800003,0.006,0.001953125,0.06329903729763514,-2.0104167461395264
106,hard,15872,204.99808528000005,0.006,0.00390625,0.062929026305262,-2.0625
106,hard,16384,211.13224069299997,0.006,0.00390625,0.06389308194103314,-2.1145832538604736
106,hard,16896,217.30477334500006,0.006,0.00390625,0.06453581521635936,-2.1666667461395264
106,hard,17408,223.69680558800007,0.006,0.005859375,0.06237004914266038,-2.21875
106,hard,17920,229.930073149,0.006,0.00390625,0.06505356951544025,-2.2708332538604736
106,hard,18432,235.99625396300007,0.006,0.005859375,0.06254734209090751,-2.3229167461395264
106,hard,18944,242.04183960199998,0.006,0.009765625,0.06387833951434599,-2.375
106,hard,19456,247.616904289,0.006,0.005859375,0.06195377513651092,-2.4270832538604736
106,hard,19968,253.67349533499998,0.006,0.0078125,0.06364754896697408,-2.4791667461395264
106,hard,20480,259.29160211199996,0.006,0.00390625,0.06321174202240484,-2.53125
106,hard,20992,265.366755745,0.006,0.0,0.06309201425556446,-2.5833332538604736
106,hard,21504,271.492781732,0.006,0.0078125,0.06145588376700442,-2.6354167461395264
106,hard,22016,277.621712923,0.006,0.009765625,0.06322681200379687,-2.6875
106,hard,22528,283.739285474,0.006,0.009765625,0.06275629411669975,-2.7395832538604736
106,hard,23040,289.85552036900003,0.006,0.00390625,0.06111939928547846,-2.7916667461395264
106,hard,23552,296.05632221100007,0.006,0.009765625,0.060205447595974154,-2.84375
106,hard,24064,302.754208921,0.006,0.001953125,0.05995568897730462,-2.8958332538604736
106,hard,24576,309.19934704,0.006,0.0,0.061480669646818704,-2.9479167461395264
106,hard,25088,315.624196255,0.006,0.001953125,0.06133303123031067,-3.0
106,hard,25600,321.99056647300006,0.006,0.0078125,0.061124749926620106,-3.0
106,hard,26112,328.33127700500006,0.006,0.00390625,0.062430423861321145,-3.0
106,hard,26624,334.97143536300007,0.006,0.0078125,0.057748030857245655,-3.0
106,hard,27136,341.18820910400007,0.006,0.009765625,0.06040362182680248,-3.0
106,hard,27648,347.401107785,0.006,0.013671875,0.06258185607450167,-3.0
106,hard,28160,353.17048411100006,0.006,0.005859375,0.06204834905128756,-3.0
106,hard,28672,359.46340556100006,0.006,0.00390625,0.05942709320624698,-3.0
106,hard,29184,365.58663692000005,0.006,0.0078125,0.06062412119088311,-3.0
106,hard,29696,371.7037375350001,0.006,0.001953125,0.06159758468626325,-3.0
106,hard,30208,377.87928500400005,0.006,0.0,0.06063781658541324,-3.0
106,hard,30720,384.167321925,0.006,0.0078125,0.059284404821097536,-3.0
106,hard,31232,389.78546081800005,0.006,0.005859375,0.06050911501272221,-3.0
106,hard,31744,395.484538464,0.006,0.00390625,0.06200073173531112,-3.0
106,hard,32256,401.077246455,0.006,0.00390625,0.062142175849690284,-3.0
106,hard,32768,407.266320822,0.006,0.015625,0.06213341690297514,-3.0
